affected_downstream_layers,closure_dependency,company_id,confidence,current_period_end,current_publish_date,current_ttm_impact,downstream_layer_count,evidence_types_needed,exact_information_needed,existing_local_evidence_summary,fact_count,first_batch_score,fiscal_quarter,fiscal_year,lifecycle_impact,preferred_source_type,priority,quarter_position_latest8q,research_request,research_task_id,score_impact,status,structural_warning,ticker,valuation_impact,why_needed
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,476,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-01-31,2025-03-04,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q4; Verify source semantics confirmation for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=FIXED_DATE_FISCAL_YEAR,2,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0584,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,CHPT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,481,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-10-27,2024-12-04,NO,0,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,Verify missing quarter existence/source evidence for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=WEEK_BASED_52_53,2,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P8H-3-0594,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CHWY,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,483,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-10-31,NO,0,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,Verify missing quarter existence/source evidence for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,2,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",P8H-3-0596,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,CIFR,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,484,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-06,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,5,"Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0600,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CIM,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,485,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-13,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0601,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,CING,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,485,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-07,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0602,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,CING,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,486,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,10,Q3,2024,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,6,Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.,P8H-3-0606,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CISO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,491,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-06,NO,0,TOTAL_DEBT,Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,P8H-3-0610,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLDX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,497,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-03-31,2025-05-06,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q1,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q1,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,P8H-3-0617,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLOV,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,498,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-07,NO,0,TOTAL_DEBT,Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,P8H-3-0619,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLPT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,499,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-10-29,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0620,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLRB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,499,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-18,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q3; Verify Total Debt for FY2024 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0621,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLRB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,CASH|TOTAL_DEBT,501,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-07-24,NO,0,CASH|TOTAL_DEBT,Verify Cash for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_CASH|NEED_DEBT; structural context=CALENDAR_YEAR,2,30,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify Cash, Total Debt. Do not research other fields.",P8H-3-0624,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLS,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,504,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-10-30,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q1; Verify source semantics confirmation for FY2025 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=FIXED_DATE_FISCAL_YEAR,2,25,Q1,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0627,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,504,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-12-31,2025-02-03,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=FIXED_DATE_FISCAL_YEAR,2,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0628,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CLX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,509,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-03-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q1,Phase 8G issue=MISSING_QUARTER|PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,10,Q1,2025,NO,issuer Investor Relations earnings release/archive,P3_LATEST8Q,5,Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.,P8H-3-0637,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMCT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,515,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-12-31,2025-02-27,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q4; Verify source semantics confirmation for FY2024 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q4,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0641,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMPS,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE,516,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-12,NO,0,REVENUE,Verify Revenue for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_MISSING_QUARTER_SOURCE|NEED_REVENUE; structural context=CALENDAR_YEAR,1,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.,P8H-3-0642,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMPX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,517,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-11-07,NO,0,TOTAL_DEBT,Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,P8H-3-0644,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMRC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,519,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-05,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0646,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMTG,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,519,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-06,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2025 Q2; Verify source semantics confirmation for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,5,"Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0649,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CMTG,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,522,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-03-31,2024-05-01,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q1; Verify source semantics confirmation for FY2024 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q1,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0650,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CNDT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,522,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-07,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0651,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CNDT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,524,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-10-31,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q3; Verify source semantics confirmation for FY2024 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0656,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CNK,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,532,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-07-25,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0662,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CNX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,535,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2023-12-31,2024-04-01,NO,0,TOTAL_DEBT,Verify Total Debt for FY2023 Q4,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q4,2023,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2023 Q4. Verify Total Debt. Do not research other fields.,P8H-3-0667,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COCH,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,537,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-12-31,2025-02-27,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q4; Verify source semantics confirmation for FY2024 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q4,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,6,"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0669,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CODI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,538,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-03-31,2024-05-07,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q1; Verify Total Debt for FY2024 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q1,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q1. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0671,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COGT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,REVENUE|TOTAL_DEBT,538,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-06,NO,0,REVENUE|TOTAL_DEBT,Verify Revenue for FY2024 Q2; Verify Total Debt for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT|NEED_REVENUE; structural context=CALENDAR_YEAR,2,30,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.",P8H-3-0672,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COGT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,545,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-09-30,2024-10-30,NO,0,TOTAL_DEBT,Verify Total Debt for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT|NEED_MISSING_QUARTER_SOURCE; structural context=CALENDAR_YEAR,1,30,Q3,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,7,Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,P8H-3-0680,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COLM,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,549,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-06-30,2024-08-01,NO,0,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,Verify EBIT for FY2024 Q2; Verify source semantics confirmation for FY2024 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_EBIT|NEED_SOURCE_SEMANTICS_CONFIRMATION; structural context=CALENDAR_YEAR,2,25,Q2,2024,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",P8H-3-0681,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COP,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE|OFFICIAL_PERIOD_END,554,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2024-05-12,2024-06-06,NO,0,MISSING_QUARTER_EXISTENCE|OFFICIAL_PERIOD_END,Verify missing quarter existence/source evidence for FY2024 Q3; Verify official period_end for FY2024 Q3,Phase 8G issue=MISSING_QUARTER|PERIOD_END_FISCAL_SLOT_CONFLICT; source dependency=NEED_MISSING_QUARTER_SOURCE|NEED_OFFICIAL_PERIOD_END; structural context=WEEK_BASED_52_53,2,10,Q3,2024,NO,"issuer IR release, annual report, or financial reports page",P3_LATEST8Q,8,"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, official period_end. Do not research other fields.",P8H-3-0685,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COST,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
